dataset,split_type,sim_bin,model,n_mean,n_seeds,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,f1_mean,f1_std,balanced_acc_mean,balanced_acc_std
chembl,scaffold,0.5-0.7,chemprop_dmnn,266.2,5,0.8283830518138858,0.024053071140134736,0.9079335854858301,0.017651309716915746,0.1613240152534298,0.027134082504887972,0.7857676447791022,0.05250696893940997,0.7447689092378865,0.03190071907052664
chembl,scaffold,0.5-0.7,xgboost,266.2,5,0.7845386242648758,0.0284738025218892,0.8739708798430069,0.030226472083437282,0.1655527293682098,0.012203534628080414,0.7176601398479703,0.06471263279201768,0.7085703280809581,0.03673034325858562
chembl,scaffold,<0.3,chemprop_dmnn,62.2,5,0.614849525442092,0.07931734442700997,0.6394663489988127,0.09210548037369412,0.3044924355329076,0.02421064150288743,0.5544369981822006,0.06377930067885158,0.5869300574367194,0.062115171075894086
chembl,scaffold,<0.3,xgboost,62.2,5,0.5632971385530993,0.07421930116064811,0.5574454367350367,0.09918985923453587,0.27113900482654574,0.03318800163212177,0.43599151599151603,0.08013430015541223,0.5386461463968477,0.03909346593152432
chembl,scaffold,>0.7,chemprop_dmnn,448.0,5,0.8421738094785962,0.012974236823563313,0.9242839098201934,0.009740394383445703,0.1556551374188082,0.019524247654395727,0.8100420832312965,0.037484004123232724,0.7675484129132962,0.020416334166989396
chembl,scaffold,>0.7,xgboost,448.0,5,0.8346207369490882,0.010235396376137124,0.9116808310020266,0.008048970099446051,0.14773333668708796,0.003645936351103942,0.7820557304337702,0.0317495222850601,0.7688937056091552,0.01217261011818961
tdc,cluster,0.3-0.5,chemprop_dmnn,23.0,5,0.6876923076923077,0.031056352674132863,0.8133802607832654,0.014255727110272735,0.24084693179470187,0.01099806732835295,0.5731443137758927,0.0336567455114573,0.536923076923077,0.06888804054534807
tdc,cluster,0.3-0.5,xgboost,24.2,5,0.7233674719887955,0.06589250915199962,0.8025521017240405,0.035200072558925016,0.2219413131475448,0.03797167909988493,0.7236466973886329,0.07700805210559751,0.6896124218918336,0.07011040160481921
tdc,cluster,0.5-0.7,chemprop_dmnn,10.0,5,0.8666666666666666,0.08518354199999198,0.9512925170068028,0.023349417316069355,0.14055079556922062,0.034965418393255426,0.8805128205128204,0.07579514936974252,0.8095238095238095,0.06734350297014738
tdc,cluster,0.5-0.7,xgboost,9.4,5,0.7821428571428573,0.12433211595034221,0.8567279942279942,0.07359930688312329,0.15005697906017298,0.03828174458022364,0.8298035298035298,0.08945990574744352,0.7398809523809524,0.15212962905457036
tdc,cluster,<0.3,chemprop_dmnn,26.0,5,0.8189349112426034,0.030916805864173058,0.8440332363171652,0.029377817019001617,0.2589558689842971,0.019653928677697444,0.7366386554621849,0.03308193217275476,0.6615384615384615,0.06319875663521143
tdc,cluster,<0.3,xgboost,28.2,5,0.7775372653662128,0.09818138138020943,0.7051952741960481,0.18529478726934043,0.2017773956060409,0.0725381919799212,0.6707857879994102,0.15790415677226372,0.7174772960957172,0.08446292787895336
tdc,cluster,>0.7,chemprop_dmnn,4.0,5,0.8666666666666666,0.2981423969999719,0.961111111111111,0.08695819912499181,0.2163192359001529,0.00783616700490052,0.8571428571428571,0.0,0.5,0.0
tdc,cluster,>0.7,xgboost,2.0,3,0.3333333333333333,,0.6944444444444444,,0.32814813653628033,0.3487903713193401,0.8571428571428571,,0.5,
tdc,random,0.3-0.5,chemprop_dmnn,17.0,5,0.8583333333333332,0.030110393595387207,0.8439337822671156,0.026384101722999515,0.11411474967979593,0.004385854489259458,0.7293734335839598,0.13659497362800196,0.7569444444444444,0.08770368708552144
tdc,random,0.3-0.5,xgboost,16.0,5,0.8200000000000001,0.1332957122850553,0.8793779603527503,0.08687257096462943,0.17473475188016888,0.06310504849906558,0.8021904761904761,0.0718807907062962,0.7405952380952381,0.08320398124087006
tdc,random,0.5-0.7,chemprop_dmnn,4.0,5,,,,,0.2612672362625467,0.01340185741846244,,,,
tdc,random,0.5-0.7,xgboost,9.6,5,0.7447916666666667,0.16699187022793124,0.8553199404761904,0.10462471237469063,0.19293693900108333,0.13140100471325802,0.7198183760683761,0.19312578244876072,0.6143353174603174,0.15726709780186196
tdc,random,<0.3,chemprop_dmnn,13.0,5,0.9285714285714286,0.055838282855040826,0.897063492063492,0.08655006619394275,0.1146219104935787,0.01667038159119984,0.8446153846153847,0.04617520873131681,0.85,0.05092678484811297
tdc,random,<0.3,xgboost,15.4,5,0.8057431457431459,0.09706460048027794,0.7609062224325382,0.15019441213376614,0.20465880632400507,0.04560488461605438,0.6493040293040293,0.15855086144782754,0.7288600288600288,0.08147160141937981
tdc,random,>0.7,chemprop_dmnn,30.0,5,0.8816,0.013145341380124,0.975857602416913,0.0030498855513814514,0.1349161225721275,0.028634756418563726,0.7996598639455782,0.08192796640581798,0.82,0.028284271247461926
tdc,random,>0.7,xgboost,23.0,5,0.7043321078431373,0.12143102860910893,0.8867797399527936,0.06918797463209865,0.16379603743553156,0.03905372014036689,0.8322456028481853,0.06274649114683156,0.6796650326797387,0.10958039009510645
tdc,scaffold,0.3-0.5,chemprop_dmnn,15.0,5,1.0,0.0,1.0,0.0,0.0738707127085297,0.0038401490870680496,0.5576470588235295,0.15097147923781035,0.7,0.08014743359029725
tdc,scaffold,0.3-0.5,xgboost,17.0,5,0.6255996472663139,0.16023093184318876,0.8226221001221002,0.09318876055480158,0.21446075141429902,0.050150153917947846,0.7053272604588393,0.12515252127188775,0.5546825396825397,0.12647479699780576
tdc,scaffold,0.5-0.7,chemprop_dmnn,11.0,5,0.8111111111111111,0.03042903097250921,0.9576615359948694,0.007244959473373435,0.12480321744368186,0.008930017757833069,0.7699999999999999,0.02738612787525833,0.6833333333333332,0.13693063937629152
tdc,scaffold,0.5-0.7,xgboost,10.8,5,0.6700148809523809,0.23162836951902738,0.8601121761836048,0.09468383508897633,0.16320241987705228,0.07744250762751048,0.6518181818181817,0.23051638177161074,0.597718253968254,0.18921384363153532
tdc,scaffold,<0.3,chemprop_dmnn,24.0,5,0.7288888888888888,0.006625386599999387,0.7385155693979224,0.009544537216864437,0.3267718932462873,0.005375591004081352,0.5693154454764363,0.027893489405274967,0.6577777777777778,0.029814239699997202
tdc,scaffold,<0.3,xgboost,26.2,5,0.7783709334754226,0.056466866320388685,0.6614558346922523,0.11075331975267473,0.2232281118631363,0.04531005678542167,0.6595238095238095,0.095831484749991,0.7281548336424496,0.05999843463329571
tdc,scaffold,>0.7,chemprop_dmnn,13.0,5,0.5333333333333334,0.04564354645876387,0.9552269489769492,0.005705443307345581,0.08000097511946255,0.0010930041330072444,0.859288537549407,0.02297935470948397,0.4083333333333334,0.01863389981249826
tdc,scaffold,>0.7,xgboost,9.0,5,0.8858333333333335,0.11325364845729649,0.9657057387057387,0.0352015752099882,0.1076650574803352,0.09080095279485857,0.8300000000000001,0.13560563737871995,0.8641666666666665,0.10238475906544336
