dataset,split_type,sim_bin,model,n_mean,n_seeds,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,f1_mean,f1_std,balanced_acc_mean,balanced_acc_std
tdc,random,<0.3,chemprop_dmnn,13.0,5,0.919047619047619,0.01304101327393254,0.8984126984126982,0.02282177322938184,0.29543195758511287,0.0017631657379277787,0.7669172932330828,0.12354644154251868,0.7142857142857143,0.19561519910898795
tdc,random,<0.3,xgboost,15.4,5,0.8057431457431459,0.09706460048027794,0.7609062224325382,0.15019441213376614,0.20465880632400507,0.04560488461605438,0.6493040293040293,0.15855086144782754,0.7288600288600288,0.08147160141937981
tdc,random,>0.7,chemprop_dmnn,30.0,5,0.2352,0.02373183515870614,0.7581908580806767,0.00993162476183005,0.1618022261321508,0.0001395794359909564,0.883745333467864,0.03809018808581545,0.476,0.03577708763999664
tdc,random,>0.7,xgboost,23.0,5,0.7043321078431373,0.12143102860910893,0.8867797399527936,0.06918797463209865,0.16379603743553156,0.03905372014036689,0.8322456028481853,0.06274649114683156,0.6796650326797387,0.10958039009510645
tdc,scaffold,0.3-0.5,chemprop_dmnn,15.0,5,0.6388888888888888,0.0,0.8128276815776815,0.0,0.18842255446191844,0.00043549337765364177,0.48758169934640516,0.03799854079411411,0.5083333333333333,0.01863389981249823
tdc,scaffold,0.3-0.5,xgboost,17.0,5,0.6255996472663139,0.16023093184318876,0.8226221001221002,0.09318876055480158,0.21446075141429902,0.050150153917947846,0.7053272604588393,0.12515252127188775,0.5546825396825397,0.12647479699780576
tdc,scaffold,0.5-0.7,chemprop_dmnn,11.0,5,0.3333333333333333,0.0,0.7995510662177328,0.0,0.18492348786646842,0.00023892289055723538,0.6666666666666666,0.0,0.5277777777777778,0.0
tdc,scaffold,0.5-0.7,xgboost,10.8,5,0.6700148809523809,0.23162836951902738,0.8601121761836048,0.09468383508897633,0.16320241987705228,0.07744250762751048,0.6518181818181817,0.23051638177161074,0.597718253968254,0.18921384363153532
tdc,scaffold,<0.3,chemprop_dmnn,24.0,5,0.7377777777777778,0.008445743889623242,0.647773485162546,0.0074533857259185534,0.2911513763490545,0.0004122224385378855,0.4705882352941176,0.0,0.5888888888888888,0.0
tdc,scaffold,<0.3,xgboost,26.2,5,0.7783709334754226,0.056466866320388685,0.6614558346922523,0.11075331975267473,0.2232281118631363,0.04531005678542167,0.6595238095238095,0.095831484749991,0.7281548336424496,0.05999843463329571
tdc,scaffold,>0.7,chemprop_dmnn,13.0,5,0.65,0.03726779962499646,0.9688843563843565,0.004140866624999579,0.15454117388728425,0.00018891273175822084,0.8172030867683041,0.03808730497696506,0.375,0.029462782549439494
tdc,scaffold,>0.7,xgboost,9.0,5,0.8858333333333335,0.11325364845729649,0.9657057387057387,0.0352015752099882,0.1076650574803352,0.09080095279485857,0.8300000000000001,0.13560563737871995,0.8641666666666665,0.10238475906544336
