dataset,split_type,seed,sim_bin,n,auroc,auprc,brier,f1,balanced_acc
chembl,random,22,>0.7,706,0.8808039012856509,0.948973723997237,0.1348969317575024,0.8449197860962567,0.8040244322939757
chembl,random,33,0.3-0.5,70,0.7269193391642371,0.8592847809023223,0.2377467076138756,0.7415730337078652,0.6700680272108843
chembl,random,33,0.5-0.7,161,0.8160263066805122,0.9073704105218864,0.1913482323254695,0.7755102040816326,0.7347698165455174
chembl,random,33,<0.3,13,0.4761904761904761,0.6463675213675213,0.4452240837914748,0.5,0.5357142857142857
chembl,random,33,>0.7,685,0.8561360126872836,0.9357641992055864,0.1486056782017188,0.8346111719605696,0.7798766745962189
chembl,random,44,0.3-0.5,47,0.5805860805860806,0.5845128698238302,0.3099180866452653,0.6666666666666666,0.6080586080586081
chembl,random,44,0.5-0.7,160,0.7848970251716249,0.90655917112957,0.1826998839023197,0.7962962962962963,0.7032799389778794
chembl,random,44,<0.3,24,0.6597222222222223,0.63253144624628,0.2922891807190118,0.6923076923076923,0.6666666666666667
chembl,random,44,>0.7,698,0.8687525805379602,0.9422195153979458,0.1374873997045134,0.8329764453961456,0.7742016696710003
chembl,random,55,0.3-0.5,51,0.8680124223602484,0.905708779454764,0.1578081860659708,0.723404255319149,0.7600931677018633
chembl,random,55,0.5-0.7,138,0.8871008297711843,0.9309582365941556,0.111973949083844,0.8444444444444444,0.806386723661051
chembl,random,55,<0.3,27,0.8406593406593407,0.8596671041509096,0.1752268110789102,0.6666666666666666,0.7335164835164836
chembl,random,55,>0.7,713,0.8887037037037038,0.9549713670365424,0.1231230854074799,0.8441145281018028,0.8079142300194931
chembl,scaffold,11,0.3-0.5,151,0.7588550983899821,0.7643011677375688,0.2114577109124831,0.7096774193548387,0.7120751341681575
chembl,scaffold,11,0.5-0.7,268,0.7890671420083185,0.8858093896418635,0.2075697009925499,0.7070063694267515,0.698026011751502
chembl,scaffold,11,<0.3,84,0.7083333333333334,0.7011922266211609,0.2746565126880452,0.5974025974025974,0.65625
chembl,scaffold,11,>0.7,426,0.8227161404155585,0.9156751002988266,0.1883211158122227,0.7552986512524085,0.7332710083480367
chembl,scaffold,22,0.3-0.5,175,0.753443526170799,0.861183060366622,0.1789697380351302,0.7522935779816514,0.6999540863177227
chembl,scaffold,22,0.5-0.7,275,0.8538117675486288,0.9225498358248406,0.1447217966492386,0.7625,0.7605412589102332
chembl,scaffold,22,<0.3,55,0.5326086956521738,0.6759584620694838,0.3306566794376486,0.5423728813559322,0.5108695652173914
chembl,scaffold,22,>0.7,424,0.8484639757542362,0.9313200384102576,0.1427055923811378,0.7916666666666666,0.7837994214079074
chembl,scaffold,33,0.3-0.5,140,0.6914298018949182,0.7562537828315932,0.2405509980524841,0.7294117647058823,0.656761412575366
chembl,scaffold,33,0.5-0.7,260,0.8376225490196079,0.9283181518075304,0.1389710504514215,0.841225626740947,0.7755821078431373
chembl,scaffold,33,<0.3,59,0.6059907834101382,0.6774795794320958,0.3186314243787204,0.5357142857142857,0.5633640552995391
chembl,scaffold,33,>0.7,470,0.8538270931369206,0.9378229288104252,0.1402638828699049,0.8325508607198748,0.7659983177612585
chembl,scaffold,44,0.3-0.5,148,0.7231249999999999,0.802100883319717,0.2019831091403739,0.81,0.7070833333333333
chembl,scaffold,44,0.5-0.7,265,0.8271241830065359,0.8967663271383165,0.1591797427497891,0.8169014084507042,0.7263071895424837
chembl,scaffold,44,<0.3,59,0.6828703703703703,0.6663966254642659,0.2832092104471725,0.631578947368421,0.6458333333333333
chembl,scaffold,44,>0.7,457,0.8506189213085765,0.9176004674223232,0.1488136687503114,0.8511326860841424,0.7731984969053934
chembl,scaffold,55,0.3-0.5,149,0.6912280701754386,0.7925202604231403,0.2362068763019374,0.743455497382199,0.6422027290448343
chembl,scaffold,55,0.5-0.7,263,0.8342896174863388,0.9062242230166,0.1561777854241499,0.8012048192771084,0.7633879781420765
chembl,scaffold,55,<0.3,54,0.5444444444444445,0.4763048514070572,0.3153083507129514,0.4651162790697674,0.5583333333333333
chembl,scaffold,55,>0.7,463,0.835242916777689,0.9190010141591338,0.1581714272804642,0.8195615514333895,0.7814748201438849
