dataset,split_type,seed,sim_bin,n,auroc,auprc,brier,f1,balanced_acc
chembl,random,11,0.5-0.7,154,0.5686034658511723,0.7556203503375054,0.2062025086308067,0.3188405797101449,0.5231396534148828
chembl,random,11,<0.3,13,0.75,0.8321348404681739,0.2014155672927953,0.1818181818181818,0.4305555555555556
chembl,random,11,>0.7,704,0.4749214634382098,0.701918432900939,0.2113163075222835,0.3359253499222395,0.5133971291866029
chembl,random,22,0.3-0.5,45,0.5595238095238095,0.613442499407675,0.2769885183141681,0.2,0.4910714285714285
chembl,random,22,0.5-0.7,159,0.543918918918919,0.7499796541563651,0.2092508408998417,0.3698630136986301,0.5382882882882883
chembl,random,22,<0.3,19,0.5681818181818182,0.6687015005196825,0.2599430005112547,0.2857142857142857,0.5284090909090909
chembl,random,22,>0.7,706,0.5403379143884538,0.7449403407539066,0.2030696694287843,0.4683195592286501,0.5414511600413773
chembl,random,33,0.3-0.5,70,0.5092322643343051,0.6964798243638675,0.2122244043269325,0.2857142857142857,0.4727891156462585
chembl,random,33,0.5-0.7,161,0.5020768431983386,0.6342912549107066,0.2293265946088959,0.1984732824427481,0.45889581169955
chembl,random,33,<0.3,13,0.5952380952380952,0.6353535353535353,0.3299386470580726,0.5454545454545454,0.6071428571428572
chembl,random,33,>0.7,685,0.5189787571470306,0.7387135723725589,0.2055376122209202,0.3987915407854985,0.5303774884186804
chembl,random,44,0.3-0.5,47,0.3717948717948718,0.476354240847081,0.2865210197117062,0.1212121212121212,0.4194139194139193
chembl,random,44,0.5-0.7,160,0.601258581235698,0.7633972755325114,0.2002778127632566,0.2121212121212121,0.5179252479023646
chembl,random,44,<0.3,24,0.4513888888888888,0.5352395899071091,0.30707122100433,0.25,0.5
chembl,random,44,>0.7,698,0.5016062275304378,0.7287587651244443,0.2055750030398018,0.2857142857142857,0.5153120310973707
chembl,random,55,0.3-0.5,51,0.5667701863354038,0.5854292075526278,0.2720564577746877,0.6181818181818182,0.5861801242236024
chembl,random,55,0.5-0.7,138,0.4943424691978878,0.7173957694688202,0.2096274117441927,0.5555555555555556,0.4880563238622077
chembl,random,55,<0.3,27,0.5714285714285714,0.5651251526251526,0.3020794108396022,0.6,0.5604395604395604
chembl,random,55,>0.7,713,0.4703898635477583,0.7073790709594372,0.2046919263380238,0.7013752455795678,0.477953216374269
chembl,scaffold,11,0.3-0.5,151,0.5828264758497317,0.6297953823808953,0.2547816547093977,0.4615384615384615,0.5667262969588551
chembl,scaffold,11,0.5-0.7,268,0.5716643559780814,0.7236669980419103,0.2095761866954451,0.5035460992907801,0.5416914240443652
chembl,scaffold,11,<0.3,84,0.5,0.5607646226050835,0.2603927542622646,0.4883720930232558,0.4826388888888889
chembl,scaffold,11,>0.7,426,0.5226871724646459,0.7223736621373007,0.2088755504745133,0.6329588014981273,0.5227661759671345
chembl,scaffold,22,0.3-0.5,175,0.4744413835322926,0.6585519539683576,0.2161696776678828,0.3930635838150289,0.4738292011019284
chembl,scaffold,22,0.5-0.7,275,0.5026579678627522,0.6939317610267006,0.2197104920787592,0.4210526315789473,0.5157061737344448
chembl,scaffold,22,<0.3,55,0.4198369565217391,0.5680923112285191,0.2614311599649141,0.3478260869565217,0.4945652173913043
chembl,scaffold,22,>0.7,424,0.4941451990632319,0.7171921891703377,0.2032246206997267,0.6019417475728155,0.5230059236809478
chembl,scaffold,33,0.3-0.5,140,0.6093884582256675,0.6760955357941033,0.2359392915123103,0.4961240310077519,0.5841946597760551
chembl,scaffold,33,0.5-0.7,260,0.4972426470588236,0.7261774992232001,0.1992907336090444,0.5602605863192183,0.5107230392156863
chembl,scaffold,33,<0.3,59,0.5253456221198156,0.5901715799319089,0.2663166486298754,0.4150943396226415,0.4809907834101382
chembl,scaffold,33,>0.7,470,0.5753256495942167,0.7775892519077447,0.1996035425318407,0.7125382262996942,0.531564709359158
chembl,scaffold,44,0.3-0.5,148,0.486875,0.6846926473530923,0.2203296862088552,0.4533333333333333,0.5033333333333333
chembl,scaffold,44,0.5-0.7,265,0.5030065359477125,0.6586930955582557,0.2193267057501246,0.4782608695652174,0.5068627450980392
chembl,scaffold,44,<0.3,59,0.5891203703703702,0.5275566790034041,0.2825986086494557,0.5416666666666666,0.6157407407407407
chembl,scaffold,44,>0.7,457,0.5799624226348364,0.7520238555726608,0.2146419293679065,0.6490299823633157,0.5500442086648983
chembl,scaffold,55,0.3-0.5,149,0.5500974658869395,0.6837119730256984,0.2313992818966461,0.3492063492063492,0.5324561403508772
chembl,scaffold,55,0.5-0.7,263,0.5494535519125684,0.7415372946386766,0.2103061787935982,0.2767857142857143,0.5221994535519126
chembl,scaffold,55,<0.3,54,0.5874999999999999,0.54094728705574,0.300489503383337,0.303030303030303,0.5375
chembl,scaffold,55,>0.7,463,0.5354383160138556,0.7179219855905479,0.2096753288626404,0.4444444444444444,0.5387023714361844
